Iteration,Timestamp,T1,T1_std,T2*,T2*_std,T2E,T2E_std,Qubit Frequency
609,2025-10-22 23:29:51,1.3490493361523193e-05,3.876910996282892e-07,1.0348191584519384e-05,7.1009602825603e-07,1.2739727830668457e-05,7.975166740413457e-07,5439123388.357053
610,2025-10-22 23:30:26,1.3176190292618628e-05,4.686396413158777e-07,1.0618257427541522e-05,5.604167008478687e-07,1.2718023008506663e-05,6.166349485975145e-07,5439120840.398677
611,2025-10-22 23:31:01,1.3564336877491812e-05,4.350646208864659e-07,1.0748079396494248e-05,5.892469964156723e-07,1.2531900805079488e-05,8.790936755534604e-07,5439119870.230313
612,2025-10-22 23:31:36,1.3738100592908253e-05,4.450499008052101e-07,1.058248622398672e-05,5.543077189566012e-07,1.3497276388996227e-05,6.644732689013252e-07,5439120950.152797
613,2025-10-22 23:32:11,1.1627217006981994e-05,3.2529435144982016e-07,9.769336734244405e-06,6.354570050362828e-07,1.1158210996065066e-05,5.855576445460769e-07,5439120871.302267
614,2025-10-22 23:32:46,1.18752768842878e-05,3.7537189687582757e-07,1.027157089894537e-05,5.039336765568394e-07,1.215103502927306e-05,7.35159099470403e-07,5439118489.350826
615,2025-10-22 23:33:20,1.2813372380904298e-05,4.0138079520251137e-07,1.0166646035481008e-05,5.43537677221687e-07,1.1541035848994241e-05,7.159825981997386e-07,5439120016.501027
616,2025-10-22 23:33:55,1.226697378275965e-05,3.066878416732038e-07,1.0327205075766344e-05,6.126281021191532e-07,1.0939227671924456e-05,6.620296065848894e-07,5439121978.184405
617,2025-10-22 23:34:31,1.1601765223856475e-05,3.0668268298284587e-07,1.0169695763506681e-05,6.187040700878994e-07,1.166485474612955e-05,5.898060713942952e-07,5439122416.305978
618,2025-10-22 23:35:06,1.2215313263119754e-05,4.34988943134784e-07,9.710030942855497e-06,5.675445751884873e-07,1.1949444854275626e-05,7.467390297170315e-07,5439120819.437068
619,2025-10-22 23:35:41,1.2612449576510087e-05,3.8680735043932934e-07,1.0716704543334288e-05,6.254942798973591e-07,1.1917976613151637e-05,7.438143267275472e-07,5439121184.354324
620,2025-10-22 23:36:16,1.3602978883531236e-05,3.850028000675811e-07,1.0940702405592972e-05,6.387729770792089e-07,1.2316850410920566e-05,7.406008261622929e-07,5439120814.445667
621,2025-10-22 23:36:51,1.3167850992923391e-05,3.5774369321453627e-07,1.0737859169607233e-05,4.926137050621895e-07,1.2293806808338914e-05,4.669091244802581e-07,5439121169.910986
622,2025-10-22 23:37:26,1.1190938306482323e-05,3.0148440431198946e-07,1.0003002064218336e-05,5.121618478541812e-07,1.1617533628882626e-05,6.183381655828782e-07,5439121479.9767065
623,2025-10-22 23:38:01,1.2987717939116905e-05,4.5381838714408363e-07,1.1023628114781303e-05,7.217615682689241e-07,1.1755155827630759e-05,6.504944468312307e-07,5439122140.965768
624,2025-10-22 23:38:36,1.327484229096676e-05,4.0403351088344745e-07,1.0857738935499128e-05,6.149503606536342e-07,1.262189536754832e-05,9.07015718838964e-07,5439120715.659517
625,2025-10-22 23:39:11,1.3478053771054377e-05,4.91804288159104e-07,1.0924081982333078e-05,9.119187643537277e-07,1.2591498409264545e-05,6.135796296246859e-07,5439121312.932279
626,2025-10-22 23:39:46,1.3694303980571476e-05,4.805399296229305e-07,9.92537268262872e-06,5.637591647856041e-07,1.2490160957279173e-05,8.326160291802225e-07,5439122513.123867
627,2025-10-22 23:40:20,1.3406357679768277e-05,4.741436024362823e-07,1.0610056186965977e-05,5.167957435255003e-07,1.129819375211838e-05,6.834778799011667e-07,5439123372.55706
628,2025-10-22 23:40:55,1.4464639998212903e-05,4.7352036427137804e-07,1.048722710850214e-05,5.421623231453806e-07,1.2861175645806355e-05,8.937674033403473e-07,5439122935.485698
629,2025-10-22 23:41:30,1.2936345278546924e-05,5.052230066532037e-07,1.05694194003636e-05,8.162833502822089e-07,1.1914960896808324e-05,7.342336298625181e-07,5439121461.028024
630,2025-10-22 23:42:05,1.3669696530715925e-05,4.520775169864597e-07,9.481437217795374e-06,5.090154526257731e-07,1.249839472650116e-05,6.548357994159587e-07,5439121489.5027275
631,2025-10-22 23:42:40,1.3400074608593826e-05,5.503773316840432e-07,1.1116472355521267e-05,6.012970587583908e-07,1.168843422649779e-05,6.958792214279705e-07,5439120713.838112
632,2025-10-22 23:43:15,1.3055358627722669e-05,4.217888590571957e-07,1.033458448729263e-05,6.141941655236291e-07,1.2338263603695054e-05,6.673135954938041e-07,5439120839.082664
633,2025-10-22 23:43:51,1.2512198105163463e-05,3.5929863923849063e-07,9.63951671484331e-06,6.165997108820717e-07,1.1652388138827519e-05,5.63677296180023e-07,5439120765.535412
634,2025-10-22 23:44:25,1.1986586169410174e-05,3.7880109338432275e-07,1.0055309381806765e-05,4.700989620849876e-07,1.0980883092370775e-05,6.07851671570876e-07,5439119564.412105
635,2025-10-22 23:45:00,1.2511886610999667e-05,3.286188001385587e-07,1.0281689862834398e-05,5.109644284781712e-07,1.1393849906893294e-05,5.978298433017932e-07,5439123304.099721
636,2025-10-22 23:45:36,1.3796657221343267e-05,4.3922574940931616e-07,9.728091443950149e-06,5.076641117914556e-07,1.1961120611525544e-05,9.247401956210724e-07,5439123864.491028
637,2025-10-22 23:46:10,1.3639997243686253e-05,4.554429084667616e-07,1.0625234632799518e-05,5.051842593774036e-07,1.175362409999714e-05,7.706559324855663e-07,5439120008.968295
638,2025-10-22 23:46:45,1.2970796809730345e-05,2.780534136636621e-07,1.0560214530830336e-05,5.129122067373158e-07,1.2089544600968338e-05,7.321082445893502e-07,5439121105.948563
639,2025-10-22 23:47:20,1.2982943794037638e-05,3.620762102815435e-07,9.705071243981678e-06,6.240084801006569e-07,1.283471485402643e-05,8.771786889244082e-07,5439123237.487922
640,2025-10-22 23:47:55,1.2936548008823934e-05,4.712732062686382e-07,1.0223785799734486e-05,5.172400520678859e-07,1.160383028842027e-05,7.288223553511375e-07,5439121620.738065
641,2025-10-22 23:48:30,1.3230301976419057e-05,4.7359326248692003e-07,1.2429091711396723e-05,5.245110620280884e-07,1.1874797780198065e-05,5.656873982729672e-07,5439121619.655826
642,2025-10-22 23:49:05,1.3921425594087822e-05,4.455838180945294e-07,9.515949826344183e-06,5.89648558848648e-07,1.3524606481629675e-05,5.991020024098863e-07,5439125481.603593
643,2025-10-22 23:49:40,1.3544620218741699e-05,3.6399756399263477e-07,1.0558014140293892e-05,4.6755185255371377e-07,1.2649265315856084e-05,6.193094733412206e-07,5439122962.388298
644,2025-10-22 23:50:14,1.3417486623978903e-05,4.6324448045361575e-07,1.0828226633119442e-05,4.925331005578633e-07,1.2619164610816469e-05,6.572788245283593e-07,5439122643.984109
645,2025-10-22 23:50:49,1.303808144248464e-05,3.9272527668608294e-07,1.059137581038705e-05,5.100824958656961e-07,1.3259022896061623e-05,7.381690683168482e-07,5439122172.424163
646,2025-10-22 23:51:24,1.3722200489896252e-05,3.956195594927393e-07,1.0775386440231571e-05,6.585741716280154e-07,1.349224939151128e-05,7.189895983810163e-07,5439125525.938139
647,2025-10-22 23:51:59,1.3077130039507168e-05,3.852366368038201e-07,1.1611838655722906e-05,7.43174343026728e-07,1.2291088519189586e-05,6.426553161366302e-07,5439124778.590245
648,2025-10-22 23:52:34,1.4296850002981643e-05,4.753207236527328e-07,1.0547620135747948e-05,5.705146548551909e-07,1.2489131866244563e-05,8.0339545012225e-07,5439124550.133288
649,2025-10-22 23:53:10,1.3155755147931103e-05,4.0042821948459506e-07,1.1030540797651867e-05,8.194674375055411e-07,1.3432411051894633e-05,8.010774249315495e-07,5439123970.427897
650,2025-10-22 23:53:44,1.3708561948266862e-05,3.780264721395085e-07,1.0526100938657024e-05,6.921861329654277e-07,1.1175957330467057e-05,7.197086546205582e-07,5439122803.528451
651,2025-10-22 23:54:19,1.33923964653615e-05,4.64996011018591e-07,1.0964102061805647e-05,5.701227761154443e-07,1.290717980406697e-05,5.967610259353312e-07,5439121056.987363
652,2025-10-22 23:54:54,1.3582855111993197e-05,4.1947925180514095e-07,1.0301762095599187e-05,4.749383307569284e-07,1.1401088634066525e-05,6.105151680182975e-07,5439123239.449072
653,2025-10-22 23:55:29,1.3360488321012554e-05,4.0098568460058713e-07,1.1056267686271326e-05,5.867315915479708e-07,1.2947491417447665e-05,7.378420299865772e-07,5439121729.938052
654,2025-10-22 23:56:05,1.2883885970094155e-05,4.210013468600741e-07,1.0514190335042528e-05,5.262754223318389e-07,1.3165863352870844e-05,6.693726114525814e-07,5439123758.7165985
655,2025-10-22 23:56:39,1.2089606804321917e-05,3.03626987571254e-07,1.0701945197144624e-05,6.289251707559433e-07,1.1532272367720253e-05,6.874725005883337e-07,5439120135.736669
656,2025-10-22 23:57:14,1.3246482035933482e-05,4.5951977640550385e-07,1.039421081272529e-05,7.162853282371588e-07,1.2718524324384362e-05,6.64866561579708e-07,5439124158.973731
657,2025-10-22 23:57:49,1.3360361625913697e-05,4.442881768302765e-07,1.0473468959881771e-05,6.787021218035425e-07,1.2538429465136502e-05,6.938649260903042e-07,5439123087.90825
658,2025-10-22 23:58:24,1.3321563681722992e-05,3.7734782424618115e-07,1.0273671786187322e-05,5.398957274545896e-07,1.3091009224197592e-05,9.048882167145667e-07,5439122137.713391
659,2025-10-22 23:58:59,1.3813923106509307e-05,3.7872128050596256e-07,1.1209617459373433e-05,6.32921464482407e-07,1.2556490867954295e-05,7.884177752712233e-07,5439123358.586426
660,2025-10-22 23:59:33,1.3379604274055268e-05,3.908436017227144e-07,1.1281193788459376e-05,6.435594029475503e-07,1.2517140274059813e-05,7.970921564312776e-07,5439124202.384205
661,2025-10-23 00:00:08,1.3101206336019189e-05,4.947294181123972e-07,1.064230637459751e-05,6.053501600282324e-07,1.148224785074703e-05,6.539328217995244e-07,5439123411.143196
662,2025-10-23 00:00:42,1.3224311724790994e-05,3.3762552068111416e-07,1.1100738566138801e-05,6.185433352104054e-07,1.1583988467123163e-05,6.69236624754114e-07,5439122027.52032
663,2025-10-23 00:01:18,1.3425987387183369e-05,5.441325053571236e-07,1.12873472679631e-05,6.05027096205094e-07,1.2210376665988676e-05,7.213878488973324e-07,5439122486.118345
664,2025-10-23 00:01:52,1.3489517882270263e-05,4.3805744813860805e-07,1.1479111940326803e-05,6.748807818422468e-07,1.3459188953568457e-05,5.940796817109532e-07,5439121425.655186
665,2025-10-23 00:02:27,1.2653470894630203e-05,4.050785948122113e-07,1.1044052107278546e-05,7.247807880220297e-07,1.3241195827351504e-05,6.995365185344092e-07,5439123629.579387
666,2025-10-23 00:03:02,1.3144259610964326e-05,4.5312562058579303e-07,1.0538362225975817e-05,6.885321736692315e-07,1.234250789727831e-05,7.083891717707512e-07,5439121427.050811
667,2025-10-23 00:03:36,1.3558109864586498e-05,3.992059016016446e-07,1.069545936616123e-05,6.994808878980834e-07,1.3090391518977285e-05,5.985327681166648e-07,5439122690.526919
668,2025-10-23 00:04:11,1.3944051694414483e-05,3.978602168872074e-07,1.1697149854716926e-05,7.221860699983165e-07,1.3679078320283367e-05,6.272362014073129e-07,5439121953.144414
669,2025-10-23 00:04:46,1.2545278202935606e-05,4.6008963932609514e-07,9.998726782978196e-06,6.29720951656681e-07,1.1990590641719479e-05,8.811892402787061e-07,5439122944.189107
670,2025-10-23 00:05:21,1.3286868475459457e-05,3.807618155608249e-07,1.1085618355721749e-05,5.717368433372502e-07,1.2401665053785038e-05,7.358669546638187e-07,5439120621.893421
671,2025-10-23 00:05:56,1.2872922302786804e-05,4.3240490309229793e-07,1.0578981203268611e-05,6.384938193637964e-07,1.3016001112475806e-05,6.200503404222962e-07,5439121419.183462
672,2025-10-23 00:06:31,1.4582606292279365e-05,5.008820005099266e-07,1.0511385043932009e-05,5.498378219187697e-07,1.3522733263160447e-05,7.133035510905053e-07,5439122955.364586
673,2025-10-23 00:07:05,1.3098268111244593e-05,3.892983543081349e-07,1.0853142973665797e-05,4.941153093084638e-07,1.1377104242704661e-05,6.598386167263727e-07,5439122456.427439
674,2025-10-23 00:07:40,1.3494720685125472e-05,4.4169123533561077e-07,1.0441070749989123e-05,5.145533066941132e-07,1.237346742333223e-05,6.313080930432609e-07,5439121854.326794
675,2025-10-23 00:08:15,1.3671193199282783e-05,4.873917626097194e-07,1.0085381903168766e-05,4.828757514346942e-07,1.2724826571552939e-05,1.003248200294259e-06,5439122437.693354
676,2025-10-23 00:08:50,1.2767807496372185e-05,3.6642834127004744e-07,1.0943122486839485e-05,7.904269128192788e-07,1.1640329798945359e-05,5.873044711061585e-07,5439120945.963024
677,2025-10-23 00:09:25,1.2924007714687491e-05,4.371503613812793e-07,1.0514767879055142e-05,5.909394209762247e-07,1.1061138120771474e-05,5.310592893635321e-07,5439120379.583594
678,2025-10-23 00:10:00,1.3154047828756177e-05,4.169028295741171e-07,1.0128049140245565e-05,6.921633170263395e-07,1.3061239166667349e-05,8.338746743901995e-07,5439119478.609772
679,2025-10-23 00:10:34,1.3413965156860996e-05,4.0520021279266193e-07,1.184427036404756e-05,4.694105580342562e-07,1.1884737785905486e-05,8.314331169691191e-07,5439121514.101976
680,2025-10-23 00:11:09,1.383861573667211e-05,4.523168979032367e-07,1.0700825908926959e-05,4.642405835241402e-07,1.3228979299562127e-05,8.153759961773977e-07,5439121069.459858
681,2025-10-23 00:11:44,1.3743541857902386e-05,3.3623860648702544e-07,1.191775558195829e-05,6.327316912333515e-07,1.3452176389039394e-05,7.853354319230672e-07,5439122311.06037
682,2025-10-23 00:12:19,1.4007001844174027e-05,3.8452422112897317e-07,1.0369984466684912e-05,5.604607984504016e-07,1.2926846364447186e-05,8.273030706047264e-07,5439121313.24693
683,2025-10-23 00:12:54,1.4342095022934487e-05,3.8997005900867525e-07,1.0298596865077059e-05,6.093330264405402e-07,1.2556581208134077e-05,7.743643598578442e-07,5439121855.899918
684,2025-10-23 00:13:28,1.3625867630873145e-05,4.090768176986464e-07,1.1633056764326355e-05,7.809748819017964e-07,1.2046316822056369e-05,6.594812263776723e-07,5439122673.521873
685,2025-10-23 00:14:03,1.3924900028827736e-05,4.186801695984359e-07,1.1655833980883656e-05,6.693959790202699e-07,1.297098960084675e-05,6.664638511258121e-07,5439124153.799063
686,2025-10-23 00:14:39,1.3284962893100882e-05,3.6914133194115455e-07,1.0490725053990957e-05,6.019965303959321e-07,1.3109370986752467e-05,5.113983343854071e-07,5439120671.210484
687,2025-10-23 00:15:13,1.3666582073135203e-05,4.164059046404032e-07,1.0567859449528427e-05,5.357494509980304e-07,1.1940526880804825e-05,6.649715418087167e-07,5439119051.997758
688,2025-10-23 00:15:48,1.3280949543670317e-05,3.5662826349023756e-07,1.0299089368226433e-05,5.176041482081263e-07,1.3424697652197892e-05,8.085390190072892e-07,5439119551.805372
689,2025-10-23 00:16:23,1.2968362756993201e-05,3.3637639799873915e-07,1.0830414758578044e-05,6.655856586339437e-07,1.2816438948348718e-05,6.520352454058052e-07,5439122229.328348
690,2025-10-23 00:16:58,1.3329632446046347e-05,3.69359313721525e-07,1.002899299806792e-05,6.033877581514212e-07,1.3339794692868168e-05,8.622248968073214e-07,5439122796.449306
691,2025-10-23 00:17:33,1.3948610384506566e-05,4.801404013587692e-07,1.154652582702198e-05,7.43330225391716e-07,1.1482069959267704e-05,5.866395443231369e-07,5439121925.106024
692,2025-10-23 00:18:08,1.4129820183006458e-05,4.867569794971852e-07,1.1909114062014226e-05,6.681032656863366e-07,1.204099971863215e-05,6.012158894941591e-07,5439123500.908421
693,2025-10-23 00:18:42,1.3794269427824801e-05,4.004274930453322e-07,1.1017706688987161e-05,7.163708683701914e-07,1.2657197409726706e-05,8.430617570128056e-07,5439123413.89729
694,2025-10-23 00:19:17,1.382179750164525e-05,5.131001530051622e-07,1.0730627168609175e-05,5.170998121830895e-07,1.4299132547357374e-05,9.135670106307084e-07,5439122093.708976
695,2025-10-23 00:19:52,1.411105292792314e-05,5.2442059538447e-07,1.0469656574585429e-05,6.16796887199236e-07,1.2133312986106759e-05,6.063403913054082e-07,5439121885.477837
696,2025-10-23 00:20:27,1.327974742149074e-05,4.476947857931184e-07,1.0518482553623087e-05,7.892864507929657e-07,1.2414343803390793e-05,7.21436919523267e-07,5439122171.647687
697,2025-10-23 00:21:02,1.3517777219584914e-05,4.489621548692159e-07,1.0604447964635e-05,5.640103997501252e-07,1.2219440917116131e-05,7.170692607613969e-07,5439119879.038319
698,2025-10-23 00:21:37,1.3616170420505114e-05,5.162443066729472e-07,1.1612853394238343e-05,7.235525797396298e-07,1.2297752886025748e-05,7.223266517066599e-07,5439121650.590559
699,2025-10-23 00:22:12,1.413081302459318e-05,4.0795196505407626e-07,1.0950186160485487e-05,7.45447231715459e-07,1.3576036077100895e-05,7.522225830945405e-07,5439121679.553739
700,2025-10-23 00:22:46,1.3991203733132451e-05,4.073297131680079e-07,1.0880985613415106e-05,6.596591742035352e-07,1.1874441922854473e-05,6.257553758887041e-07,5439120875.297624
701,2025-10-23 00:23:21,1.4162375632453816e-05,4.790636609740941e-07,1.1266836999812568e-05,5.653707743550325e-07,1.3650860079872373e-05,8.165412535132044e-07,5439120634.049248
702,2025-10-23 00:23:56,1.3567075090481495e-05,4.0766594698282997e-07,1.0659293718795482e-05,7.530466134405532e-07,1.165095424893181e-05,5.050545887319921e-07,5439124236.935824
703,2025-10-23 00:24:31,1.3359985143290842e-05,3.49378428399431e-07,1.0623935385645211e-05,5.893031071002662e-07,1.2356765986876184e-05,5.996538416012756e-07,5439124560.557023
704,2025-10-23 00:25:06,1.3228649175189844e-05,3.4289421573375464e-07,1.0591125917613908e-05,6.488677488359163e-07,1.082112740524721e-05,5.592074403586702e-07,5439123143.213482
705,2025-10-23 00:25:40,1.2774336231480277e-05,3.3495454206104744e-07,1.0386587868671526e-05,5.52523260661816e-07,1.2621343971064292e-05,8.501546039322813e-07,5439119808.940699
706,2025-10-23 00:26:15,1.3719254664756875e-05,3.618107592814841e-07,1.0996547601171969e-05,6.327102501856144e-07,1.230920868744434e-05,9.33158977816892e-07,5439120665.581015
707,2025-10-23 00:26:50,1.3216799748416719e-05,4.2894437069517376e-07,1.0674734757465387e-05,7.361380541856602e-07,1.260154976479022e-05,6.411681019407095e-07,5439120664.189196
708,2025-10-23 00:27:25,1.1701725403767682e-05,3.558728394912426e-07,9.468371874099546e-06,5.250550169532444e-07,1.1008041430837778e-05,5.58453393177744e-07,5439122273.126054
709,2025-10-23 00:28:00,1.2676682347834145e-05,3.7041609464713436e-07,1.0626628151433337e-05,5.661222852409734e-07,1.1937909122128332e-05,5.694292400370832e-07,5439122717.58897
710,2025-10-23 00:28:35,1.2969480168045777e-05,3.2117629657666933e-07,1.1102719652988924e-05,5.693023033966475e-07,1.182669249222279e-05,6.500436950296479e-07,5439120552.1041765
711,2025-10-23 00:29:10,1.3528256890049661e-05,5.375224993989987e-07,1.0508086518701276e-05,7.025147473638324e-07,1.3799834099437192e-05,9.047793329743748e-07,5439121033.936657
712,2025-10-23 00:29:44,1.4469810019290819e-05,3.28065076327731e-07,1.0782866574743366e-05,5.003020042631314e-07,1.3607376037505503e-05,8.55087647331056e-07,5439120890.890398
713,2025-10-23 00:30:19,1.3776241929885913e-05,4.6109568135536804e-07,1.09951386095819e-05,4.4628388840297414e-07,1.3611724495987687e-05,9.489778079427079e-07,5439121448.47151
714,2025-10-23 00:30:53,1.3653663489821e-05,4.047668204779952e-07,1.0167831041796305e-05,5.538449039377182e-07,1.29507282669028e-05,5.752147932635086e-07,5439121936.03475
715,2025-10-23 00:31:28,1.3866790120165007e-05,3.637371796898384e-07,1.1343894622983797e-05,6.283292484586659e-07,1.2104634730780717e-05,6.147805493938163e-07,5439122359.144651
716,2025-10-23 00:32:03,1.0292515576049155e-05,3.440156969231756e-07,7.891450626740237e-06,5.305698313493207e-07,9.958785015751204e-06,5.645511019711505e-07,5439115889.1341915
717,2025-10-23 00:32:38,1.1139800757398177e-05,2.497997310661833e-07,8.307567870957655e-06,4.040989311989916e-07,1.085639695808105e-05,7.261810215375814e-07,5439117661.056968
718,2025-10-23 00:33:13,1.1229530676004629e-05,3.3802909486531887e-07,9.214673511559468e-06,6.26252850024706e-07,1.1280656161183344e-05,6.662770124408745e-07,5439115455.9154825
719,2025-10-23 00:33:48,1.2087854302622603e-05,2.861802141687557e-07,9.91653855186847e-06,7.123262883963229e-07,1.112572543426893e-05,6.328179674577928e-07,5439116929.733439
720,2025-10-23 00:34:23,1.2018657532308907e-05,3.676663555745407e-07,9.702312053327944e-06,4.1393129822129307e-07,1.1448264882085724e-05,7.022703540848812e-07,5439116695.884754
721,2025-10-23 00:34:57,1.1069785146533562e-05,2.8191036930225823e-07,9.596253386812137e-06,5.7827152305013e-07,1.0239630275243883e-05,4.3667625581718264e-07,5439116177.403392
722,2025-10-23 00:35:32,1.049993645474423e-05,2.8824806617072614e-07,8.607036222629816e-06,4.7057889100489926e-07,9.910286147940539e-06,5.302754761228164e-07,5439116309.995223
723,2025-10-23 00:36:07,1.202583747828001e-05,3.1813268003178945e-07,1.0246596479968062e-05,7.263850091566758e-07,1.1266729254444385e-05,7.291946013111379e-07,5439116065.281894
724,2025-10-23 00:36:41,1.1605072501197355e-05,3.1723903570790053e-07,9.020702468331976e-06,4.945478665713559e-07,1.0886640171792195e-05,4.746459833570091e-07,5439115662.936841
725,2025-10-23 00:37:17,1.1711472312159188e-05,3.346148765671977e-07,9.168386009283935e-06,5.596201820180275e-07,1.068462413100768e-05,6.685168925188396e-07,5439113535.071834
726,2025-10-23 00:37:52,1.2363470954568356e-05,3.6732589303912405e-07,8.91961595672619e-06,3.635006781740401e-07,1.2195350258981108e-05,7.091337139691288e-07,5439116683.45224
727,2025-10-23 00:38:27,1.1586023622500718e-05,2.9134303377594857e-07,8.744051270381803e-06,5.813134699116402e-07,1.1314789764238498e-05,6.832170855465747e-07,5439115842.743334
728,2025-10-23 00:39:03,1.1863933116362801e-05,3.4888408367101947e-07,9.17140747147549e-06,5.442619377539259e-07,1.0655073841459028e-05,5.418834814089838e-07,5439118111.147996
729,2025-10-23 00:39:38,1.1464456117549204e-05,3.1353905607800205e-07,9.067195412049145e-06,4.883925744276823e-07,1.0820238455222508e-05,6.353082444184096e-07,5439116952.6595
730,2025-10-23 00:40:13,1.3011953778008234e-05,4.140206099439776e-07,9.346778612195905e-06,5.735933536398183e-07,1.2423208225031956e-05,6.163290977340523e-07,5439117963.847995
731,2025-10-23 00:40:48,1.3129919190113526e-05,4.715920954303126e-07,1.0503923230764656e-05,6.475427563109169e-07,1.2365557366056379e-05,6.124700121315734e-07,5439118292.795122
732,2025-10-23 00:41:23,1.3252324549961614e-05,3.6413903077811036e-07,1.0447327200902023e-05,5.412329343112076e-07,1.1962687269884142e-05,7.66506311983547e-07,5439119912.823173
733,2025-10-23 00:41:57,1.2881268739883822e-05,4.14526703934103e-07,9.565104782671696e-06,5.376797278551439e-07,1.236513952829199e-05,8.592012966606422e-07,5439116962.77412
734,2025-10-23 00:42:32,1.267247681502326e-05,3.907352959250842e-07,1.0175573885939926e-05,6.254156428126933e-07,1.2616786658981027e-05,7.746239168676263e-07,5439117849.43261
735,2025-10-23 00:43:07,1.3325768936756077e-05,3.591787967837038e-07,nan,nan,1.2558780609905895e-05,7.253633425507227e-07,nan
736,2025-10-23 00:43:42,1.3232960092146584e-05,4.1270204594882544e-07,1.0194584666667339e-05,6.022621070752231e-07,1.2599683540281958e-05,5.527616958838498e-07,5439117838.568613
737,2025-10-23 00:44:17,1.2827824903416385e-05,4.825928763328586e-07,9.49841330499801e-06,5.506545836083741e-07,1.2374322398756021e-05,9.05395223270195e-07,5439119078.362338
738,2025-10-23 00:44:52,1.2662340859392884e-05,4.5227392085411445e-07,1.0943266519625183e-05,7.0039180003951e-07,1.1715383122057332e-05,6.494206596313615e-07,5439120351.3651285
739,2025-10-23 00:45:27,1.2997040722551034e-05,3.7937514239212586e-07,9.675443921386417e-06,6.18966911829525e-07,1.1367398725870004e-05,6.133531122686229e-07,5439120953.651004
740,2025-10-23 00:46:02,1.2869210023858102e-05,4.1104846881126134e-07,1.1018304240328902e-05,4.787416073794806e-07,1.260473827113806e-05,6.628671403886332e-07,5439120058.720326
741,2025-10-23 00:46:37,1.261927725559886e-05,3.76377370436641e-07,9.970734779596313e-06,5.497834065753658e-07,1.1907277669198635e-05,6.214709895009916e-07,5439118911.394382
742,2025-10-23 00:47:12,1.3652931631247256e-05,4.4027488248760514e-07,9.95861879671267e-06,4.990232585525411e-07,1.2621960659542353e-05,9.223190061346064e-07,5439119711.799352
743,2025-10-23 00:47:47,1.2753183817881819e-05,4.265099152034687e-07,1.0292029465786001e-05,6.427402979606729e-07,1.2653249000793565e-05,6.134660781929491e-07,5439118663.631666
744,2025-10-23 00:48:21,1.2830919730033585e-05,4.921354805792262e-07,1.1855852536823974e-05,5.325636700679955e-07,1.2980270383655679e-05,8.557073651431097e-07,5439119842.273841
745,2025-10-23 00:48:56,1.296456218780051e-05,4.1699045737389865e-07,1.1800608583412142e-05,6.207199545411486e-07,1.2282822143161454e-05,5.823799887363078e-07,5439118805.737296
746,2025-10-23 00:49:31,1.2365897577693019e-05,5.402963166208459e-07,1.0364677570429137e-05,6.208773170444362e-07,1.1387687331998464e-05,7.379289754893903e-07,5439118602.828359
747,2025-10-23 00:50:07,1.2726143032049109e-05,4.2356049536655664e-07,1.1546661318639906e-05,6.939370944113691e-07,1.2594134086940656e-05,7.34065137065323e-07,5439117852.674062
748,2025-10-23 00:50:42,1.2223337368277853e-05,3.9200206285286967e-07,1.0373857695755717e-05,5.237990406567263e-07,1.2926116161215973e-05,6.249365499854467e-07,5439117407.94547
749,2025-10-23 00:51:17,1.2790757160097144e-05,3.942476981355537e-07,1.0311079620795027e-05,6.59013138344639e-07,1.1650134932539302e-05,5.522894671129943e-07,5439118212.181208
750,2025-10-23 00:51:53,1.357937877100035e-05,4.0749871498302314e-07,1.116295199432571e-05,6.640604515728094e-07,1.3361895119246014e-05,7.825954049926715e-07,5439118368.571497
751,2025-10-23 00:52:28,1.377784547806904e-05,5.046086614787161e-07,1.0991564550755228e-05,5.606321965299366e-07,1.3097221828406447e-05,7.076865054457213e-07,5439119557.534267
752,2025-10-23 00:53:03,1.321950259125515e-05,3.992905779908463e-07,1.0552433260535565e-05,5.019182183486923e-07,1.2250126581792031e-05,6.859734002722516e-07,5439119490.781089
753,2025-10-23 00:53:38,1.2329713256153951e-05,4.3086838840560016e-07,1.0517380663044307e-05,8.024706380216316e-07,1.1776598421775475e-05,5.547386849822467e-07,5439118138.222808
754,2025-10-23 00:54:13,1.3028578004448121e-05,3.756393986629088e-07,1.0107768954270568e-05,6.113438043917832e-07,1.224435382374267e-05,6.507565691772144e-07,5439119336.430295
755,2025-10-23 00:54:47,1.3117033468068584e-05,4.680076439560401e-07,1.1753604759467962e-05,6.924281857065928e-07,1.2013536718757933e-05,7.368035725063156e-07,5439119823.985966
756,2025-10-23 00:55:23,1.2812797370420625e-05,3.9678906172291486e-07,1.027979367629328e-05,5.133385084924732e-07,1.1782798721160503e-05,6.485675170080615e-07,5439119311.068997
757,2025-10-23 00:55:58,1.3139414583474007e-05,3.506137267150314e-07,1.0546015550838561e-05,5.548863925593441e-07,1.2094075351187783e-05,5.453128035660632e-07,5439122011.005765
758,2025-10-23 00:56:33,1.2891222370248201e-05,3.8362041234445453e-07,1.0716927203668902e-05,5.184793803786914e-07,1.27011429085222e-05,8.803605228995142e-07,5439118754.855187
759,2025-10-23 00:57:08,1.3189257455969994e-05,3.464004885059339e-07,1.088511783309265e-05,6.733858706996819e-07,1.3596913208457906e-05,6.621767567773993e-07,5439117850.9563265
760,2025-10-23 00:57:43,1.3391528349782078e-05,4.6644445556715357e-07,1.0985706780042293e-05,6.524433711933749e-07,1.289000373194682e-05,6.276508665987774e-07,5439119027.103483
